Timestamp,UserID,Sentence,MeaningfulnessRating,SourceRating
9/17/2025 11:02:03,user_1758124827256_y9ln3p3wi,Prime composite numbers smile chemically.,2,1
9/17/2025 11:02:15,user_1758124827256_y9ln3p3wi,Silent noises shout mutely.,5,0
9/17/2025 11:02:38,user_1758124827256_y9ln3p3wi,The museum pretends that teacups are monarchs.,1,1
9/17/2025 11:02:41,user_1758051763255_jmqqrptso,Tangible abstract ideas itch hydraulically.,2,1
9/17/2025 11:02:47,user_1758124832579_f9b9deb5v,Infinite largest integers dance politely.,2,0
9/17/2025 11:02:50,user_1758051763255_jmqqrptso,Silent noises shout mutely.,1,0
9/17/2025 11:02:51,user_1758051763255_jmqqrptso,Brightly veracious lion fly cunningly.,2,1
9/17/2025 11:02:53,user_1758051763255_jmqqrptso,Prime composite numbers smile chemically.,1,0
9/17/2025 11:02:57,user_1758051763255_jmqqrptso,Bottom of the space is up.,1,0
9/17/2025 11:02:58,user_1758124827256_y9ln3p3wi,Only the wallpaper suspects cheerful algebra.,3,1
9/17/2025 11:03:02,user_1758124833022_cwzsxsjt4,Odorless fragrant smells disappear loudly.,3,0
9/17/2025 11:03:04,user_1758051763255_jmqqrptso,Finite endless lines stop perpetually.,1,0
9/17/2025 11:03:07,user_1758124827256_y9ln3p3wi,Bottom of the space is up.,5,0
9/17/2025 11:03:08,user_1758124832579_f9b9deb5v,Neither oxygen nor boredom files the horizon.,1,1
9/17/2025 11:03:08,user_1758051763255_jmqqrptso,The museum pretends that teacups are monarchs.,3,1
9/17/2025 11:03:09,user_1758124837240_t56m9cpew,Burpy trees monkey in mountain poodle.,1,1
9/17/2025 11:03:11,user_1758124833022_cwzsxsjt4,Infinite largest integers dance politely.,2,1
9/17/2025 11:03:15,user_1758051763255_jmqqrptso,Burpy trees monkey in mountain poodle.,2,0
9/17/2025 11:03:15,user_1758124832579_f9b9deb5v,Prime composite numbers smile chemically.,2,1
9/17/2025 11:03:18,user_1758124827256_y9ln3p3wi,Finite endless lines stop perpetually.,5,0
9/17/2025 11:03:19,user_1758124822608_fyryc4t3i,"As calculators blush, lint negotiates silence.",3,1
9/17/2025 11:03:19,user_1758124837240_t56m9cpew,Brightly veracious lion fly cunningly.,1,1
9/17/2025 11:03:19,user_1758124827256_y9ln3p3wi,A rumor balanced the telescope backwards.,5,0
9/17/2025 11:03:21,user_1758124826911_9va5zzx9b,More rugs have been debunked than in blue green dreams.,2,1
9/17/2025 11:03:23,user_1758124833022_cwzsxsjt4,This elegy instructs the elevator sideways.,3,1
9/17/2025 11:03:24,user_1758124826911_9va5zzx9b,"After midnight, triangles borrow weather from whispers.",4,0
9/17/2025 11:03:25,user_1758124827256_y9ln3p3wi,This elegy instructs the elevator sideways.,3,1
9/17/2025 11:03:26,user_1758124832579_f9b9deb5v,Only the wallpaper suspects cheerful algebra.,1,1
9/17/2025 11:03:27,user_1758051763255_jmqqrptso,"If butter forgets, planets applaud politely.",3,0
9/17/2025 11:03:27,user_1758124826911_9va5zzx9b,Even odd numbers bleed dryly.,4,0
9/17/2025 11:03:29,user_1758051763255_jmqqrptso,Living dead statues breathe digitally.,3,1
9/17/2025 11:03:30,user_1758124833022_cwzsxsjt4,Nonexistent tall freedoms lift monstrously.,1,0
9/17/2025 11:03:31,user_1758124832579_f9b9deb5v,Silent noises shout mutely.,4,1
9/17/2025 11:03:33,user_1758124827256_y9ln3p3wi,"If butter forgets, planets applaud politely.",3,0
9/17/2025 11:03:34,user_1758124826911_9va5zzx9b,Prime composite numbers smile chemically.,5,0
9/17/2025 11:03:35,user_1758124837240_t56m9cpew,Wooden metallic clouds digest clockwise.,5,0
9/17/2025 11:03:37,user_1758124837240_t56m9cpew,The old man the boat.,5,0
9/17/2025 11:03:39,user_1758124833022_cwzsxsjt4,Flat curved planes wrinkle vertically.,3,0
9/17/2025 11:03:39,user_1758124843495_srcbljz55,Flat curved planes wrinkle vertically.,3,0
9/17/2025 11:03:41,user_1758051763255_jmqqrptso,Transparent opaque thoughts collide fragrantly.,2,0
9/17/2025 11:03:44,user_1758124832579_f9b9deb5v,"As calculators blush, lint negotiates silence.",1,1
9/17/2025 11:03:45,user_1758124826911_9va5zzx9b,"As calculators blush, lint negotiates silence.",2,1
9/17/2025 11:03:46,user_1758124826911_9va5zzx9b,The comet politely steals my staircase.,5,0
9/17/2025 11:03:50,user_1758124827256_y9ln3p3wi,Wooden metallic clouds digest clockwise.,3,0
9/17/2025 11:03:50,user_1758124822608_fyryc4t3i,Bottom of the space is up.,4,0
9/17/2025 11:03:50,user_1758051763255_jmqqrptso,Odorless fragrant smells disappear loudly.,1,0
9/17/2025 11:03:50,user_1758124833022_cwzsxsjt4,Bottom of the space is up.,4,1
9/17/2025 11:03:51,user_1758051763255_jmqqrptso,Only the wallpaper suspects cheerful algebra.,1,0
9/17/2025 11:03:51,user_1758124832579_f9b9deb5v,An obedient rumor divided the staircase.,1,1
9/17/2025 11:03:51,user_1758124822608_fyryc4t3i,Silent noises shout mutely.,4,1
9/17/2025 11:03:54,user_1758124827256_y9ln3p3wi,Odorless fragrant smells disappear loudly.,5,0
9/17/2025 11:03:54,user_1758124837240_t56m9cpew,"After midnight, triangles borrow weather from whispers.",3,1
9/17/2025 11:03:55,user_1758051763255_jmqqrptso,An obedient rumor divided the staircase.,3,1
9/17/2025 11:03:55,user_1758124832579_f9b9deb5v,There were umbrellas arguing under the algorithm.,1,1
9/17/2025 11:03:55,user_1758124827256_y9ln3p3wi,"As calculators blush, lint negotiates silence.",4,1
9/17/2025 11:03:56,user_1758124843495_srcbljz55,Nonexistent tall freedoms lift monstrously.,1,1
9/17/2025 11:03:56,user_1758124833022_cwzsxsjt4,"As calculators blush, lint negotiates silence.",2,0
9/17/2025 11:03:57,user_1758124826911_9va5zzx9b,Neither oxygen nor boredom files the horizon.,5,0
9/17/2025 11:03:57,user_1758124826911_9va5zzx9b,Living dead statues breathe digitally.,3,0
9/17/2025 11:04:00,user_1758124826911_9va5zzx9b,Odorless fragrant smells disappear loudly.,3,1
9/17/2025 11:04:01,user_1758051763255_jmqqrptso,This elegy instructs the elevator sideways.,4,1
9/17/2025 11:04:01,user_1758124837240_t56m9cpew,Delicious computer flies largely.,5,0
9/17/2025 11:04:02,user_1758124826911_9va5zzx9b,The museum pretends that teacups are monarchs.,5,0
9/17/2025 11:04:04,user_1758124833022_cwzsxsjt4,The old man the boat.,1,0
9/17/2025 11:04:06,user_1758124837240_t56m9cpew,The comet politely steals my staircase.,5,0
9/17/2025 11:04:07,user_1758124832579_f9b9deb5v,The comet politely steals my staircase.,1,1
9/17/2025 11:04:08,user_1758124826911_9va5zzx9b,Stationary moving mountains sprint immovably.,3,1
9/17/2025 11:04:09,user_1758124843495_srcbljz55,"Under the keyboard, Tuesday practices remorse.",2,0
9/17/2025 11:04:09,user_1758051763255_jmqqrptso,"Because pencils migrate, the river resumes duty.",2,1
9/17/2025 11:04:11,user_1758124832579_f9b9deb5v,"After midnight, triangles borrow weather from whispers.",2,1
9/17/2025 11:04:11,user_1758051763255_jmqqrptso,Infinite largest integers dance politely.,1,0
9/17/2025 11:04:11,user_1758124827256_y9ln3p3wi,Flat curved planes wrinkle vertically.,5,0
9/17/2025 11:04:12,user_1758124833022_cwzsxsjt4,Silent noises shout mutely.,2,1
9/17/2025 11:04:13,user_1758124837240_t56m9cpew,Only the wallpaper suspects cheerful algebra.,3,0
9/17/2025 11:04:15,user_1758051763255_jmqqrptso,Let velvet measure tomorrow with raisins.,2,0
9/17/2025 11:04:17,user_1758124832579_f9b9deb5v,Let velvet measure tomorrow with raisins.,1,1
9/17/2025 11:04:18,user_1758124826911_9va5zzx9b,Burpy trees monkey in mountain poodle.,2,0
9/17/2025 11:04:19,user_1758051763255_jmqqrptso,Even odd numbers bleed dryly.,4,1
9/17/2025 11:04:19,user_1758124822608_fyryc4t3i,Even odd numbers bleed dryly.,2,0
9/17/2025 11:04:20,user_1758124832579_f9b9deb5v,The old man the boat.,1,0
9/17/2025 11:04:20,user_1758124827256_y9ln3p3wi,Tangible abstract ideas itch hydraulically.,1,0
9/17/2025 11:04:21,user_1758124819340_rgsvgdlel,Odorless fragrant smells disappear loudly.,2,0
9/17/2025 11:04:21,user_1758051763255_jmqqrptso,A cautious echo paints thunder for breakfast.,4,1
9/17/2025 11:04:21,user_1758124837240_t56m9cpew,Transparent opaque thoughts collide fragrantly.,1,0
9/17/2025 11:04:22,user_1758124833022_cwzsxsjt4,"If butter forgets, planets applaud politely.",1,1
9/17/2025 11:04:22,user_1758124826911_9va5zzx9b,Brightly veracious lion fly cunningly.,5,1
9/17/2025 11:04:23,user_1758124819340_rgsvgdlel,The comet politely steals my staircase.,4,1
9/17/2025 11:04:24,user_1758124827256_y9ln3p3wi,"After midnight, triangles borrow weather from whispers.",1,1
9/17/2025 11:04:24,user_1758124843495_srcbljz55,Burpy trees monkey in mountain poodle.,1,0
9/17/2025 11:04:24,user_1758124827256_y9ln3p3wi,"Under the keyboard, Tuesday practices remorse.",4,0
9/17/2025 11:04:27,user_1758124837240_t56m9cpew,Nonexistent tall freedoms lift monstrously.,1,1
9/17/2025 11:04:28,user_1758124833022_cwzsxsjt4,Even odd numbers bleed dryly.,3,0
9/17/2025 11:04:29,user_1758124826911_9va5zzx9b,Nonexistent tall freedoms lift monstrously.,2,0
9/17/2025 11:04:29,user_1758124843495_srcbljz55,The old man the boat.,1,0
9/17/2025 11:04:29,user_1758124832579_f9b9deb5v,Living dead statues breathe digitally.,2,0
9/17/2025 11:04:30,user_1758124827256_y9ln3p3wi,Stationary moving mountains sprint immovably.,2,1
9/17/2025 11:04:30,user_1758124837240_t56m9cpew,The museum pretends that teacups are monarchs.,5,0
9/17/2025 11:04:30,user_1758124832579_f9b9deb5v,A rumor balanced the telescope backwards.,1,1
9/17/2025 11:04:33,user_1758124822608_fyryc4t3i,Transparent opaque thoughts collide fragrantly.,5,0
9/17/2025 11:04:34,user_1758124827256_y9ln3p3wi,Neither oxygen nor boredom files the horizon.,5,0
9/17/2025 11:04:35,user_1758124843495_srcbljz55,Silent noises shout mutely.,2,1
9/17/2025 11:04:35,user_1758124826911_9va5zzx9b,This elegy instructs the elevator sideways.,3,0
9/17/2025 11:04:35,user_1758124833022_cwzsxsjt4,Finite endless lines stop perpetually.,2,0
9/17/2025 11:04:36,user_1758124832579_f9b9deb5v,Delicious computer flies largely.,1,0
9/17/2025 11:04:37,user_1758124819340_rgsvgdlel,"As calculators blush, lint negotiates silence.",4,1
9/17/2025 11:04:38,user_1758051763255_jmqqrptso,"As calculators blush, lint negotiates silence.",1,0
9/17/2025 11:04:42,user_1758124837240_t56m9cpew,Bottom of the space is up.,2,0
9/17/2025 11:04:42,user_1758124826911_9va5zzx9b,A rumor balanced the telescope backwards.,4,0
9/17/2025 11:04:45,user_1758124826911_9va5zzx9b,Transparent opaque thoughts collide fragrantly.,3,1
9/17/2025 11:04:45,user_1758124843495_srcbljz55,Bottom of the space is up.,3,0
9/17/2025 11:04:46,user_1758124832579_f9b9deb5v,Burpy trees monkey in mountain poodle.,1,0
9/17/2025 11:04:46,user_1758124833022_cwzsxsjt4,Wooden metallic clouds digest clockwise.,1,1
9/17/2025 11:04:47,user_1758124827256_y9ln3p3wi,A cautious echo paints thunder for breakfast.,5,0
9/17/2025 11:04:50,user_1758124832579_f9b9deb5v,Tangible abstract ideas itch hydraulically.,1,1
9/17/2025 11:04:50,user_1758124833022_cwzsxsjt4,Living dead statues breathe digitally.,1,1
9/17/2025 11:04:51,user_1758051763255_jmqqrptso,Neither oxygen nor boredom files the horizon.,3,1
9/17/2025 11:04:51,user_1758124826911_9va5zzx9b,A cautious echo paints thunder for breakfast.,5,0
9/17/2025 11:04:53,user_1758124833022_cwzsxsjt4,The comet politely steals my staircase.,1,0
9/17/2025 11:04:54,user_1758124819340_rgsvgdlel,"If butter forgets, planets applaud politely.",3,1
9/17/2025 11:04:55,user_1758124836074_gmp2eo86u,"If butter forgets, planets applaud politely.",1,1
9/17/2025 11:04:56,user_1758124822608_fyryc4t3i,"Under the keyboard, Tuesday practices remorse.",4,0
9/17/2025 11:04:57,user_1758124837240_t56m9cpew,Prime composite numbers smile chemically.,1,1
9/17/2025 11:04:57,user_1758124827256_y9ln3p3wi,"Because pencils migrate, the river resumes duty.",5,0
9/17/2025 11:04:58,user_1758051763255_jmqqrptso,"Under the keyboard, Tuesday practices remorse.",4,1
9/17/2025 11:04:58,user_1758124832579_f9b9deb5v,Finite endless lines stop perpetually.,2,0
9/17/2025 11:04:58,user_1758124837240_t56m9cpew,A rumor balanced the telescope backwards.,1,1
9/17/2025 11:04:59,user_1758124826911_9va5zzx9b,Finite endless lines stop perpetually.,4,0
9/17/2025 11:04:59,user_1758124826911_9va5zzx9b,Tangible abstract ideas itch hydraulically.,3,1
9/17/2025 11:05:01,user_1758124837240_t56m9cpew,This elegy instructs the elevator sideways.,1,1
9/17/2025 11:05:01,user_1758124837240_t56m9cpew,Flat curved planes wrinkle vertically.,4,1
9/17/2025 11:05:02,user_1758124836074_gmp2eo86u,The old man the boat.,1,0
9/17/2025 11:05:03,user_1758124843495_srcbljz55,The comet politely steals my staircase.,2,0
9/17/2025 11:05:04,user_1758051763255_jmqqrptso,There were umbrellas arguing under the algorithm.,3,0
9/17/2025 11:05:03,user_1758124827256_y9ln3p3wi,The comet politely steals my staircase.,5,0
9/17/2025 11:05:04,user_1758124833022_cwzsxsjt4,A rumor balanced the telescope backwards.,1,0
9/17/2025 11:05:06,user_1758124832579_f9b9deb5v,Flat curved planes wrinkle vertically.,3,0
9/17/2025 11:05:07,user_1758051763255_jmqqrptso,A rumor balanced the telescope backwards.,4,1
9/17/2025 11:05:09,user_1758124826911_9va5zzx9b,"Because pencils migrate, the river resumes duty.",4,0
9/17/2025 11:05:09,user_1758051763255_jmqqrptso,Stationary moving mountains sprint immovably.,3,1
9/17/2025 11:05:10,user_1758124833022_cwzsxsjt4,Stationary moving mountains sprint immovably.,1,1
9/17/2025 11:05:10,user_1758124822608_fyryc4t3i,Thoughtless bouncing fables sink gracefully.,2,0
9/17/2025 11:05:11,user_1758124837240_t56m9cpew,Finite endless lines stop perpetually.,5,0
9/17/2025 11:05:12,user_1758124833022_cwzsxsjt4,Prime composite numbers smile chemically.,1,1
9/17/2025 11:05:12,user_1758124832579_f9b9deb5v,Stationary moving mountains sprint immovably.,3,0
9/17/2025 11:05:13,user_1758124826911_9va5zzx9b,There were umbrellas arguing under the algorithm.,5,0
9/17/2025 11:05:14,user_1758124827256_y9ln3p3wi,Let velvet measure tomorrow with raisins.,3,1
9/17/2025 11:05:14,user_1758124827256_y9ln3p3wi,Living dead statues breathe digitally.,5,0
9/17/2025 11:05:15,user_1758124819340_rgsvgdlel,Tangible abstract ideas itch hydraulically.,1,0
9/17/2025 11:05:16,user_1758124843495_srcbljz55,"After midnight, triangles borrow weather from whispers.",1,1
9/17/2025 11:05:16,user_1758124837240_t56m9cpew,Stationary moving mountains sprint immovably.,5,1
9/17/2025 11:05:17,user_1758124832579_f9b9deb5v,Wooden metallic clouds digest clockwise.,3,0
9/17/2025 11:05:17,user_1758051763255_jmqqrptso,"After midnight, triangles borrow weather from whispers.",3,0
9/17/2025 11:05:17,user_1758124826911_9va5zzx9b,Silent noises shout mutely.,5,1
9/17/2025 11:05:18,user_1758124833022_cwzsxsjt4,An obedient rumor divided the staircase.,1,0
9/17/2025 11:05:20,user_1758124836074_gmp2eo86u,Flat curved planes wrinkle vertically.,1,1
9/17/2025 11:05:21,user_1758124827256_y9ln3p3wi,An obedient rumor divided the staircase.,2,0
9/17/2025 11:05:22,user_1758124832579_f9b9deb5v,Odorless fragrant smells disappear loudly.,4,0
9/17/2025 11:05:21,user_1758124837240_t56m9cpew,Tangible abstract ideas itch hydraulically.,1,1
9/17/2025 11:05:23,user_1758124822608_fyryc4t3i,Prime composite numbers smile chemically.,4,0
9/17/2025 11:05:23,user_1758124826911_9va5zzx9b,"If butter forgets, planets applaud politely.",2,0
9/17/2025 11:05:24,user_1758124843495_srcbljz55,Only the wallpaper suspects cheerful algebra.,1,1
9/17/2025 11:05:25,user_1758124826911_9va5zzx9b,Flat curved planes wrinkle vertically.,3,0
9/17/2025 11:05:25,user_1758124837240_t56m9cpew,Neither oxygen nor boredom files the horizon.,1,1
